person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
28,73739,MORTGAGE,3.5557407125140195,EDUCATION,B,2785,10.56,0.04,Y,7,0
32,32050,RENT,1.7124811607664983,HOMEIMPROVEMENT,D,6943,16.62,0.22,N,3,0
20,28077,RENT,3.2359847175864336,EDUCATION,D,3574,15.73,0.13,N,2,0
20,55794,RENT,3.3686318749216273,DEBTCONSOLIDATION,D,16906,14.01,0.3,N,2,0
22,56120,RENT,0.24968830019289268,MEDICAL,A,8984,8.51,0.16,N,2,0
35,49961,RENT,9.264751537547513,MEDICAL,A,16114,6.78,0.32,N,6,0
37,46202,MORTGAGE,11.455282495856826,VENTURE,A,11160,6.83,0.24,N,6,0
39,138819,RENT,8.714481530914519,DEBTCONSOLIDATION,D,13380,16.52,0.1,Y,12,1
22,68481,RENT,2.304442244238768,EDUCATION,A,6261,7.09,0.09,N,2,0
31,160151,MORTGAGE,8.601294350688455,EDUCATION,B,2500,10.52,0.02,Y,10,0
26,108872,RENT,4.2279097258899,VENTURE,A,8350,7.77,0.08,N,5,0
29,138247,RENT,,EDUCATION,A,15071,7.62,0.11,N,7,0
26,30002,RENT,4.716118528636992,PERSONAL,A,22262,7.3,0.74,N,4,1
33,75075,MORTGAGE,8.678963772985304,DEBTCONSOLIDATION,C,8027,13.6,0.11,N,9,0
23,42724,RENT,1.9429413389274943,DEBTCONSOLIDATION,A,13680,9.36,0.32,N,4,1
44,21701,MORTGAGE,9.54824110802954,DEBTCONSOLIDATION,A,6192,,0.29,Y,9,1
44,123352,RENT,11.791454357977777,HOMEIMPROVEMENT,B,7313,11.27,0.06,N,12,0
35,46095,MORTGAGE,14.743058793214843,DEBTCONSOLIDATION,C,8885,13.88,0.19,N,4,0
42,30323,MORTGAGE,2.517528713391605,HOMEIMPROVEMENT,B,20146,11.85,0.66,N,10,1
20,43130,MORTGAGE,0.0,EDUCATION,D,13414,16.77,0.31,Y,2,0
44,34964,RENT,7.5008958280684235,VENTURE,B,12392,11.61,0.35,N,14,0
34,36992,RENT,7.5793206682894425,HOMEIMPROVEMENT,A,19578,8.64,0.53,N,3,1
24,47959,MORTGAGE,2.494055017908342,PERSONAL,B,5756,,0.12,N,2,0
23,140357,RENT,3.0739394459426217,DEBTCONSOLIDATION,B,7980,11.0,0.06,N,2,1
50,37553,RENT,7.99322561155014,EDUCATION,C,12444,13.31,0.33,N,11,1
39,134941,MORTGAGE,9.137543285789278,DEBTCONSOLIDATION,D,6697,17.62,0.05,Y,8,0
28,86410,MORTGAGE,1.1326658074349751,PERSONAL,C,7765,13.52,0.09,N,5,0
20,67369,RENT,0.0,EDUCATION,B,10610,9.67,0.16,N,2,0
45,81753,MORTGAGE,17.543087305726022,EDUCATION,A,9078,7.86,0.11,N,12,0
20,54584,MORTGAGE,0.13028836302226016,MEDICAL,D,4828,15.91,0.09,N,2,0
26,109900,RENT,0.4529584964131561,HOMEIMPROVEMENT,B,6143,9.75,0.06,N,2,0
28,74001,MORTGAGE,6.574362492773525,PERSONAL,C,4797,12.8,0.06,N,4,0
23,21686,MORTGAGE,0.0,HOMEIMPROVEMENT,F,13660,20.58,0.63,N,2,1
28,63763,OTHER,6.614102006780415,VENTURE,B,6017,10.63,0.09,N,2,0
30,83381,RENT,4.117994113142682,HOMEIMPROVEMENT,B,12477,9.41,0.15,N,8,0
28,46214,MORTGAGE,5.289236428987237,VENTURE,C,10116,13.23,0.22,N,6,0
33,58072,RENT,10.002184582466052,MEDICAL,A,9195,8.3,0.16,N,8,0
50,38674,RENT,20.344094120392644,EDUCATION,B,4294,8.46,0.11,N,11,0
20,25394,MORTGAGE,0.6969224870478585,HOMEIMPROVEMENT,A,10053,7.31,0.4,N,2,1
31,23093,RENT,3.713721454669137,MEDICAL,A,11799,7.53,0.51,N,5,0
20,23262,RENT,2.519095134245497,EDUCATION,B,13711,11.03,0.59,N,2,1
20,78274,RENT,1.8117923391526949,EDUCATION,B,4761,,0.06,N,2,0
41,13771,RENT,6.471144961492277,MEDICAL,C,8137,13.19,0.59,N,10,1
32,37550,RENT,5.79732757634145,DEBTCONSOLIDATION,D,15597,16.49,0.42,Y,12,0
20,35556,RENT,1.4694006540739022,VENTURE,A,14722,7.46,0.41,N,2,0
28,46388,MORTGAGE,1.496698927816148,PERSONAL,C,8888,14.91,0.19,N,7,0
20,19515,RENT,1.7305494724722434,HOMEIMPROVEMENT,B,4210,11.0,0.22,N,2,0
22,67652,MORTGAGE,3.0613317950521965,VENTURE,B,14114,11.15,0.21,N,2,0
20,26896,MORTGAGE,0.38748876590116965,DEBTCONSOLIDATION,D,9309,16.06,0.35,N,2,0
28,100994,RENT,4.399347362903322,MEDICAL,A,5372,9.0,0.05,N,3,0
38,38485,MORTGAGE,7.953996638355035,HOMEIMPROVEMENT,B,8296,10.05,0.22,N,16,0
36,51400,MORTGAGE,3.8986041788906176,EDUCATION,B,4281,,0.08,N,9,0
26,54288,MORTGAGE,0.7597363039282863,PERSONAL,C,14068,13.43,0.26,N,2,0
41,61965,RENT,7.638624445859873,PERSONAL,C,3055,13.29,0.05,N,15,0
47,55290,MORTGAGE,14.827815417567326,EDUCATION,C,16169,13.39,0.29,N,7,0
38,42834,RENT,,VENTURE,A,10797,9.08,0.25,N,10,0
24,65426,RENT,0.49522921741321246,MEDICAL,C,4327,12.87,0.07,N,6,0
29,70009,MORTGAGE,3.691856884856226,EDUCATION,B,7866,10.45,0.11,N,4,0
50,35567,RENT,17.130176279398576,PERSONAL,B,7381,9.19,0.21,N,21,0
27,68494,MORTGAGE,8.02114614818267,HOMEIMPROVEMENT,B,5605,12.01,0.08,N,3,0
36,104343,MORTGAGE,4.668423502263811,VENTURE,B,10247,8.64,0.1,N,8,0
23,79876,MORTGAGE,3.2246630108061263,VENTURE,A,19734,7.62,0.25,N,4,0
41,90472,RENT,14.335323856937446,EDUCATION,A,5912,6.43,0.07,N,16,0
22,59549,OTHER,2.0484509007514062,EDUCATION,A,9724,6.39,0.16,N,2,0
29,32374,MORTGAGE,0.19559975775191774,VENTURE,C,9383,12.79,0.29,N,5,0
36,34706,RENT,6.427642252715948,HOMEIMPROVEMENT,D,10189,15.12,0.29,Y,9,1
53,64597,RENT,7.5814300786726445,DEBTCONSOLIDATION,C,1811,13.72,0.03,N,19,0
32,90991,MORTGAGE,4.871768535404675,MEDICAL,C,16772,12.48,0.18,N,6,0
27,250759,MORTGAGE,5.1360492828883055,VENTURE,A,28440,8.33,0.11,N,8,0
26,92967,MORTGAGE,6.124560915827793,VENTURE,B,9274,11.57,0.1,N,6,0
41,28460,MORTGAGE,8.405504489716073,PERSONAL,D,13525,17.32,0.48,N,11,0
35,35525,RENT,2.813743320894217,PERSONAL,C,11567,12.28,0.33,N,5,0
37,189697,RENT,5.29911969407367,DEBTCONSOLIDATION,A,4692,6.87,0.02,N,9,0
48,48150,RENT,17.209609611115322,EDUCATION,B,8879,10.11,0.18,N,15,0
30,55610,MORTGAGE,1.2935822674149469,HOMEIMPROVEMENT,A,6191,7.05,0.11,Y,8,1
34,31944,RENT,4.219214577155448,EDUCATION,A,8400,8.14,0.26,N,10,0
26,128130,RENT,1.4906794187394155,VENTURE,B,9546,10.75,0.07,N,3,0
23,71337,RENT,4.575200621448968,HOMEIMPROVEMENT,D,9924,15.26,0.14,N,3,0
24,35382,MORTGAGE,2.300180198573335,VENTURE,C,5888,13.27,0.17,Y,2,0
20,31363,MORTGAGE,0.0,EDUCATION,B,9944,10.47,0.32,N,2,0
36,64148,RENT,3.411453723697976,MEDICAL,B,8576,10.36,0.13,N,8,0
34,55509,MORTGAGE,10.609443261635366,PERSONAL,C,16087,12.91,0.29,N,12,0
35,85618,RENT,6.1778874249103275,EDUCATION,A,13190,6.61,0.15,N,11,0
22,73191,RENT,2.2991592714521776,VENTURE,B,14568,11.1,0.2,N,2,0
24,46842,RENT,3.2980107346275034,MEDICAL,A,15130,,0.32,N,2,0
24,40171,RENT,5.103535863145468,DEBTCONSOLIDATION,B,5278,11.07,0.13,N,2,0
43,49614,RENT,7.1917812270251185,EDUCATION,A,12882,7.69,0.26,N,10,0
32,40019,MORTGAGE,9.31220107864506,PERSONAL,D,5139,15.32,0.13,Y,8,0
30,50432,MORTGAGE,2.1077270716883487,VENTURE,A,18464,7.91,0.37,N,6,1
38,54668,MORTGAGE,9.682437005588767,PERSONAL,A,12750,6.93,0.23,N,7,0
24,33061,MORTGAGE,5.157546282569662,MEDICAL,B,4932,10.95,0.15,N,2,0
34,76639,MORTGAGE,,PERSONAL,B,10126,9.87,0.13,N,11,0
56,44190,RENT,10.031054053248992,PERSONAL,C,5685,13.59,0.13,N,25,0
45,34096,MORTGAGE,6.8151918278399455,EDUCATION,A,7090,7.46,0.21,N,9,0
34,44650,MORTGAGE,6.05321493925091,DEBTCONSOLIDATION,A,11024,7.0,0.25,N,11,0
31,61897,OWN,3.8898694691924764,DEBTCONSOLIDATION,C,6584,13.25,0.11,N,8,0
35,56708,RENT,7.954471885236182,EDUCATION,C,7998,12.99,0.14,N,10,0
47,68334,RENT,19.451497756319014,PERSONAL,C,15308,14.44,0.22,Y,18,0
46,88795,MORTGAGE,12.519757212236579,PERSONAL,C,8411,12.94,0.09,Y,12,0
50,111047,MORTGAGE,9.125576869863517,EDUCATION,C,5326,13.44,0.05,N,23,0
32,63387,RENT,10.36259755525646,MEDICAL,B,2797,8.83,0.04,Y,7,0
20,30086,MORTGAGE,0.5481440420684769,HOMEIMPROVEMENT,B,13246,,0.44,Y,2,0
54,46722,RENT,6.838194696285818,VENTURE,C,13130,14.01,0.28,N,23,0
23,31182,OWN,0.0,HOMEIMPROVEMENT,A,10154,7.88,0.33,N,2,1
20,137760,RENT,1.281187105821045,PERSONAL,B,26430,10.85,0.19,N,2,0
38,161630,RENT,4.997288244580705,EDUCATION,C,7802,,0.05,N,12,0
20,77471,RENT,0.0,EDUCATION,B,16221,10.7,0.21,N,3,0
30,86868,RENT,1.06013132690948,PERSONAL,C,6204,14.65,0.07,Y,8,0
20,62194,RENT,1.5928109939064725,VENTURE,A,13644,6.76,0.22,N,2,0
27,66259,MORTGAGE,4.64944231715927,EDUCATION,A,4839,8.48,0.07,N,4,0
50,22502,MORTGAGE,17.201211163713715,PERSONAL,A,13487,6.79,0.6,N,16,0
34,52017,RENT,7.808869643176591,DEBTCONSOLIDATION,D,8016,16.24,0.15,N,11,1
30,33368,MORTGAGE,1.8012316628834213,DEBTCONSOLIDATION,D,12053,15.31,0.36,N,6,1
35,63243,RENT,3.1153686759056214,MEDICAL,A,10380,8.18,0.16,N,3,0
20,52428,RENT,0.8734257050665793,MEDICAL,A,13016,6.47,0.25,N,2,0
24,158063,RENT,0.22982951330993562,HOMEIMPROVEMENT,A,2642,6.7,0.02,N,3,0
25,89692,RENT,3.4186357562502154,DEBTCONSOLIDATION,A,8539,7.41,0.1,N,3,0
37,63353,MORTGAGE,3.039659388745524,MEDICAL,B,15718,9.87,0.25,N,8,0
21,46778,RENT,1.6619352656825097,DEBTCONSOLIDATION,A,16874,6.93,0.36,N,2,1
32,136190,MORTGAGE,4.5269184948405075,EDUCATION,C,11762,13.41,0.09,N,8,0
29,53291,MORTGAGE,3.5318769031481985,EDUCATION,C,16031,12.5,0.3,N,5,0
24,65018,MORTGAGE,4.883634745211724,EDUCATION,A,8321,7.6,0.13,N,3,0
25,55450,OWN,3.9303415878188734,EDUCATION,C,1000,13.79,0.02,Y,2,0
29,43378,OWN,0.8121307907769868,DEBTCONSOLIDATION,B,6372,9.24,0.15,N,5,0
20,55275,MORTGAGE,1.6501887471621686,PERSONAL,A,9722,7.7,0.18,N,2,0
39,18414,RENT,12.21522271685074,MEDICAL,C,10463,13.66,0.57,Y,10,1
22,23127,RENT,0.0,DEBTCONSOLIDATION,A,11390,7.85,0.49,N,2,0
27,65663,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9304,7.59,0.14,N,3,0
49,128349,MORTGAGE,11.632145205872483,EDUCATION,A,9386,7.78,0.07,N,10,0
39,65612,OWN,3.749578407100913,PERSONAL,D,13918,16.28,0.21,Y,12,0
20,36453,RENT,0.0,PERSONAL,C,5609,13.7,0.15,N,2,1
20,24500,RENT,0.0,PERSONAL,B,10383,10.8,0.42,N,2,0
35,83407,RENT,5.983750969635685,PERSONAL,C,11772,14.73,0.14,N,6,0
28,39657,MORTGAGE,1.8364098331693806,EDUCATION,A,6605,8.55,0.17,N,6,0
32,77171,RENT,5.381364072309055,MEDICAL,D,7924,15.91,0.1,N,11,0
38,67132,RENT,3.2675254104949847,DEBTCONSOLIDATION,C,20067,13.0,0.3,Y,10,1
40,70478,RENT,0.8508458960642611,HOMEIMPROVEMENT,B,10117,11.52,0.14,Y,14,1
26,55186,RENT,0.3932009436129751,MEDICAL,C,30597,,0.55,N,3,1
29,66903,RENT,8.198093259922567,EDUCATION,B,9714,10.48,0.15,N,2,0
34,50731,MORTGAGE,2.440992578138051,DEBTCONSOLIDATION,D,14307,16.4,0.28,Y,5,0
35,38199,RENT,6.418519474306891,MEDICAL,C,3732,,0.1,N,9,0
32,31890,MORTGAGE,1.2615416988863832,MEDICAL,A,2630,7.92,0.08,N,9,0
48,14592,OWN,3.3416486449729894,MEDICAL,A,5169,5.91,0.35,N,20,0
35,49039,OWN,7.291242209067811,VENTURE,A,15257,,0.31,N,11,0
38,124948,MORTGAGE,,MEDICAL,A,8016,8.08,0.06,N,16,0
33,80946,MORTGAGE,7.57606084732978,PERSONAL,B,3624,9.8,0.04,N,4,0
21,61404,RENT,3.1392232713106107,EDUCATION,A,9613,7.94,0.16,N,2,0
24,36181,OTHER,1.7383116612350367,HOMEIMPROVEMENT,A,14484,7.92,0.4,N,3,0
20,93764,RENT,3.261295631876347,HOMEIMPROVEMENT,C,5534,13.96,0.06,N,2,0
42,50735,RENT,8.878264173708434,HOMEIMPROVEMENT,C,14956,13.09,0.29,N,12,0
20,128825,RENT,0.0,DEBTCONSOLIDATION,A,4282,8.11,0.03,N,2,0
28,31583,RENT,4.96954617581431,PERSONAL,A,14282,8.98,0.45,N,6,0
26,35864,RENT,4.216105232519507,MEDICAL,A,16377,7.11,0.46,N,4,0
26,33996,MORTGAGE,2.992598298045207,EDUCATION,D,6354,15.46,0.19,N,2,0
27,23976,MORTGAGE,2.007285193124929,EDUCATION,B,17607,10.36,0.73,N,2,0
51,32358,MORTGAGE,6.6437871431707975,MEDICAL,F,19434,20.72,0.6,N,10,0
20,57340,RENT,0.2853601993678403,VENTURE,D,11468,,0.2,Y,2,1
45,36617,MORTGAGE,7.872455479826953,HOMEIMPROVEMENT,D,6627,15.64,0.18,Y,15,0
28,12000,RENT,5.785300871006331,VENTURE,A,31529,8.66,2.63,N,4,1
40,97816,RENT,4.119017468530931,VENTURE,B,6066,11.41,0.06,N,12,1
31,21455,MORTGAGE,5.418105670255468,PERSONAL,F,20828,19.71,0.97,Y,8,1
20,74912,MORTGAGE,0.991241717025322,EDUCATION,A,24801,8.99,0.33,N,2,0
47,55114,RENT,15.66693497384911,HOMEIMPROVEMENT,B,11713,10.16,0.21,N,14,0
44,173607,MORTGAGE,6.898657492591729,VENTURE,B,4836,10.77,0.03,Y,20,0
20,93744,MORTGAGE,0.029575527660415712,MEDICAL,B,11180,10.53,0.12,N,2,0
36,41046,MORTGAGE,14.135808744848998,HOMEIMPROVEMENT,D,26834,16.73,0.65,N,10,0
24,36822,RENT,3.393876927517816,PERSONAL,B,6600,9.59,0.18,N,2,1
20,123809,RENT,,VENTURE,C,8968,13.08,0.07,N,2,0
22,24059,RENT,1.1803958619549424,PERSONAL,C,2233,12.77,0.09,N,3,0
46,60173,RENT,6.924782484164798,DEBTCONSOLIDATION,B,8996,9.65,0.15,N,22,0
40,50406,RENT,14.716695743566692,EDUCATION,C,13317,12.91,0.26,N,16,0
27,44856,OWN,3.7425273291033347,DEBTCONSOLIDATION,E,5232,17.83,0.12,Y,3,0
46,65803,RENT,11.37377295678759,HOMEIMPROVEMENT,E,20394,19.01,0.31,N,11,0
43,60129,OWN,4.863846702147746,PERSONAL,C,3945,13.19,0.07,N,12,0
23,69673,RENT,1.0991205253932863,PERSONAL,B,6663,10.3,0.1,N,3,0
50,58479,OWN,19.414747467627006,DEBTCONSOLIDATION,A,18408,6.03,0.31,N,20,0
26,68167,MORTGAGE,3.830577658308443,MEDICAL,A,8602,8.29,0.13,N,6,0
27,57031,RENT,6.586430797952825,HOMEIMPROVEMENT,A,22751,6.13,0.4,N,2,0
20,37696,MORTGAGE,1.7724961775854493,PERSONAL,B,2828,10.58,0.08,N,2,0
24,54295,RENT,2.314486547392219,VENTURE,A,7654,8.56,0.14,N,2,0
28,36573,RENT,0.0,PERSONAL,A,11350,8.73,0.31,N,8,0
33,35270,RENT,9.729169868799726,VENTURE,A,26310,6.39,0.75,N,9,1
20,45031,RENT,0.9991664360202366,EDUCATION,B,10196,10.36,0.23,Y,2,0
23,50732,MORTGAGE,3.0163340688000857,DEBTCONSOLIDATION,A,12768,8.12,0.25,N,3,0
50,55236,MORTGAGE,6.165456964947623,PERSONAL,C,9329,13.18,0.17,N,14,0
42,89680,RENT,13.3416374505812,DEBTCONSOLIDATION,B,8799,,0.1,N,10,0
45,41185,OWN,15.76122234193848,EDUCATION,C,6606,11.87,0.16,N,11,0
29,60371,OWN,2.7138491688055804,VENTURE,D,11911,16.12,0.2,Y,8,0
33,57809,RENT,5.008750461164683,DEBTCONSOLIDATION,A,8058,7.86,0.14,N,11,0
37,38764,RENT,13.252998152732939,HOMEIMPROVEMENT,F,13167,19.58,0.34,Y,6,0
50,56418,RENT,18.222601096387425,DEBTCONSOLIDATION,B,10103,11.14,0.18,N,14,0
20,94042,MORTGAGE,1.2711722996371717,DEBTCONSOLIDATION,A,7582,6.68,0.08,N,2,0
25,60028,RENT,3.2053673154913316,MEDICAL,A,20541,8.8,0.34,N,3,0
32,61366,RENT,4.959642948210173,DEBTCONSOLIDATION,D,6231,15.74,0.1,N,8,0
31,36756,MORTGAGE,6.142685679827064,EDUCATION,B,2270,10.37,0.06,Y,6,0
23,159990,MORTGAGE,1.548558624685384,EDUCATION,A,6783,6.67,0.04,N,2,0
36,37926,RENT,0.9323253373374603,EDUCATION,D,2048,15.72,0.05,Y,13,1
25,21649,MORTGAGE,4.405415720781791,DEBTCONSOLIDATION,C,8290,12.93,0.38,N,5,0
30,86951,MORTGAGE,4.039034622856894,EDUCATION,C,19695,,0.23,N,4,0
35,50860,RENT,11.20574085912704,EDUCATION,D,19970,16.21,0.39,N,8,0
26,45859,MORTGAGE,2.8071660009890995,MEDICAL,C,7181,13.43,0.16,N,3,0
39,40132,RENT,11.56341961424327,PERSONAL,A,12575,,0.31,N,11,0
41,151667,RENT,18.06878816515762,DEBTCONSOLIDATION,B,14096,9.62,0.09,N,14,0
23,65842,RENT,1.0714076489628388,VENTURE,C,3773,12.67,0.06,N,2,0
25,73303,RENT,3.833762313211372,VENTURE,A,17224,8.46,0.23,Y,3,0
21,59245,RENT,,EDUCATION,A,4227,6.9,0.07,N,2,0
30,62851,RENT,7.842097609732399,MEDICAL,A,7498,7.74,0.12,N,7,0
33,116919,MORTGAGE,7.631558289127071,EDUCATION,A,4914,5.66,0.04,N,5,0
53,47194,MORTGAGE,20.68425237823274,VENTURE,A,11304,7.84,0.24,N,15,0
26,24311,RENT,4.323100190697064,PERSONAL,C,5807,14.43,0.24,N,2,1
33,87328,RENT,4.369805228916613,MEDICAL,C,6616,13.6,0.08,N,12,0
25,71195,MORTGAGE,0.9994567502237678,DEBTCONSOLIDATION,A,15467,7.64,0.22,N,2,0
25,57491,RENT,0.3115662653215985,HOMEIMPROVEMENT,C,7095,,0.12,N,3,0
34,70186,RENT,8.55119054953651,EDUCATION,B,9412,10.73,0.13,N,7,0
26,44182,RENT,3.350535932067165,EDUCATION,A,4186,6.95,0.09,N,3,0
29,54796,MORTGAGE,7.218144972850446,DEBTCONSOLIDATION,A,3359,7.15,0.06,N,7,0
34,50390,MORTGAGE,4.7744186307163785,EDUCATION,A,10444,7.01,0.21,Y,6,0
33,39131,MORTGAGE,8.251385405473773,MEDICAL,C,6922,14.28,0.18,N,10,0
20,104197,RENT,2.049507128020454,VENTURE,A,22362,8.53,0.21,N,2,0
25,24915,MORTGAGE,3.4488927327679635,HOMEIMPROVEMENT,A,27740,8.35,1.11,N,3,0
43,198488,RENT,14.655688638668316,PERSONAL,A,4435,6.92,0.02,N,13,0
20,87776,RENT,2.7666177260618268,EDUCATION,D,3446,16.06,0.04,N,2,0
20,20376,MORTGAGE,2.2522342186039683,EDUCATION,C,22621,14.06,1.11,N,2,1
36,47892,MORTGAGE,1.5844431207968923,EDUCATION,B,12096,9.57,0.25,N,8,0
32,49379,RENT,9.14508580284477,MEDICAL,D,10301,16.73,0.21,N,7,0
20,67207,RENT,1.5076709377334079,VENTURE,A,3710,,0.06,N,2,0
31,31440,MORTGAGE,7.686373059955722,DEBTCONSOLIDATION,C,26609,13.98,0.85,N,11,1
24,55139,MORTGAGE,3.9361573208308362,MEDICAL,A,5666,8.16,0.1,N,4,0
35,50684,MORTGAGE,11.506073298426688,MEDICAL,A,14372,7.43,0.28,N,12,0
20,36109,RENT,2.00257725382121,MEDICAL,C,13968,12.83,0.39,N,2,0
27,33449,MORTGAGE,3.3530238863727284,EDUCATION,C,3232,14.44,0.1,N,7,0
25,89800,MORTGAGE,3.9156416576347786,HOMEIMPROVEMENT,A,6327,7.54,0.07,N,5,0
39,21308,MORTGAGE,3.3555638362551283,EDUCATION,A,3908,7.08,0.18,N,14,0
20,70462,RENT,0.6604252295242177,MEDICAL,B,2363,10.6,0.03,N,2,0
30,84004,RENT,6.191145112908799,EDUCATION,C,8287,13.6,0.1,Y,8,1
36,48040,RENT,5.849307238505841,VENTURE,A,4243,,0.09,N,13,0
53,55759,RENT,20.580950017980463,HOMEIMPROVEMENT,C,5682,13.94,0.1,Y,27,0
25,102736,RENT,2.2261060796582193,EDUCATION,D,3634,17.53,0.04,Y,3,0
33,36766,MORTGAGE,3.4320101718939053,VENTURE,A,7686,6.51,0.21,N,7,0
20,38913,RENT,0.41135621758661,EDUCATION,D,22256,15.02,0.57,N,2,0
30,41253,MORTGAGE,5.596432050458818,DEBTCONSOLIDATION,A,11178,8.49,0.27,N,4,0
44,102839,RENT,6.385323909122942,PERSONAL,C,6810,14.13,0.07,Y,12,1
53,110278,RENT,5.842207038676529,PERSONAL,C,9015,14.84,0.08,N,12,0
34,25141,MORTGAGE,5.79773063319965,VENTURE,B,10723,12.01,0.43,N,10,1
20,94224,RENT,0.0,HOMEIMPROVEMENT,A,10819,8.12,0.11,N,2,0
46,84999,RENT,4.200731013785174,VENTURE,D,7863,15.08,0.09,N,22,0
20,127322,RENT,0.0,VENTURE,A,6087,7.78,0.05,N,2,0
20,66957,MORTGAGE,1.1011734353663947,PERSONAL,B,14319,10.22,0.21,N,2,0
47,52873,OTHER,19.975880243853297,VENTURE,B,4628,10.9,0.09,N,22,0
29,101708,MORTGAGE,4.319964256815435,EDUCATION,B,14442,9.92,0.14,N,7,0
24,79570,MORTGAGE,4.886379828622835,MEDICAL,B,7199,10.94,0.09,N,2,0
38,186221,RENT,8.665264725068665,EDUCATION,B,17310,11.09,0.09,N,11,0
32,91792,MORTGAGE,8.032341387572023,VENTURE,A,5047,7.74,0.05,N,7,0
59,58950,OWN,10.732989289864099,PERSONAL,C,4982,13.85,0.08,N,28,0
42,28402,MORTGAGE,16.99475768826068,EDUCATION,A,9609,8.1,0.34,N,16,0
32,39359,MORTGAGE,3.486898919882978,PERSONAL,A,5639,6.91,0.14,N,7,0
32,24593,MORTGAGE,7.042750746829082,HOMEIMPROVEMENT,B,22741,10.76,0.92,N,8,1
42,48132,RENT,10.037007471605671,MEDICAL,B,6198,10.45,0.13,N,13,0
29,90159,MORTGAGE,0.0,MEDICAL,A,5324,8.41,0.06,N,7,0
22,54067,MORTGAGE,1.806641059792021,HOMEIMPROVEMENT,B,11835,11.15,0.22,N,2,0
38,95030,MORTGAGE,3.851528219461196,PERSONAL,B,1830,10.06,0.02,N,15,0
27,65229,MORTGAGE,3.326691075141098,EDUCATION,B,2585,11.08,0.04,N,4,0
33,43403,MORTGAGE,2.6277005168220873,VENTURE,C,23532,14.62,0.54,N,8,0
20,56851,MORTGAGE,1.1469831205453853,PERSONAL,E,13083,18.84,0.23,N,2,0
28,70238,RENT,6.346838968823443,PERSONAL,B,10765,10.26,0.15,N,3,0
25,58487,RENT,2.6967664456821216,PERSONAL,C,5842,12.65,0.1,Y,5,0
20,58857,OWN,0.15592635305060565,PERSONAL,A,8596,5.93,0.15,N,2,0
29,35490,MORTGAGE,6.114387263810985,DEBTCONSOLIDATION,C,6319,14.39,0.18,N,6,0
29,42696,OWN,6.507441586885051,MEDICAL,B,7071,9.42,0.17,N,4,0
34,187616,MORTGAGE,10.331980051348832,PERSONAL,B,15120,9.69,0.08,N,7,0
43,106474,MORTGAGE,13.769753900163355,HOMEIMPROVEMENT,D,11385,16.08,0.11,N,17,0
41,24086,RENT,12.358281664123956,VENTURE,A,7495,7.75,0.31,N,14,0
25,14737,RENT,1.6682911737760469,DEBTCONSOLIDATION,B,3047,11.68,0.21,N,6,0
32,56494,MORTGAGE,,MEDICAL,A,28566,7.8,0.51,N,5,0
35,88557,RENT,2.47173194496197,MEDICAL,C,4743,13.29,0.05,N,9,0
26,40701,MORTGAGE,1.7770566726601646,HOMEIMPROVEMENT,C,15187,13.29,0.37,N,4,0
20,95026,MORTGAGE,1.5470698856999596,EDUCATION,B,6202,9.29,0.07,Y,2,0
28,55983,RENT,7.398203489075323,MEDICAL,B,10271,11.65,0.18,N,7,0
44,49529,MORTGAGE,15.645651431313865,VENTURE,C,5346,14.21,0.11,N,17,0
20,82113,RENT,0.0,VENTURE,A,6071,7.72,0.07,N,2,0
21,40435,RENT,5.258045303063653,PERSONAL,A,5788,8.65,0.14,N,2,0
22,46272,RENT,3.6432135711275215,EDUCATION,B,9865,11.36,0.21,N,2,0
21,78322,MORTGAGE,0.21319597865190187,EDUCATION,B,5847,,0.07,Y,2,0
38,53248,RENT,10.76613047998098,MEDICAL,B,9626,10.47,0.18,N,15,0
24,154790,RENT,0.5032102969912391,VENTURE,A,18518,7.53,0.12,N,3,0
38,79348,RENT,8.094813036777051,PERSONAL,B,4463,9.32,0.06,N,9,0
30,76561,RENT,8.53800397189485,PERSONAL,D,4480,16.86,0.06,Y,9,0
20,52721,MORTGAGE,0.45774016857592364,VENTURE,A,20737,7.34,0.39,N,2,0
26,87650,RENT,2.6633543272521,MEDICAL,C,13257,14.35,0.15,N,3,0
41,45368,MORTGAGE,4.367597312426705,DEBTCONSOLIDATION,B,9277,11.09,0.2,N,11,0
31,63278,RENT,11.26682971151817,EDUCATION,D,3561,16.08,0.06,N,9,0
26,32729,MORTGAGE,3.56053163755369,EDUCATION,B,3131,11.17,0.1,N,5,0
44,95960,RENT,4.268065296311279,DEBTCONSOLIDATION,B,5288,9.88,0.06,N,11,0
20,63565,OWN,0.0,MEDICAL,C,10025,12.32,0.16,N,2,0
24,161196,RENT,1.4154904983542624,VENTURE,A,15837,7.38,0.1,N,2,0
40,201947,MORTGAGE,6.562497811024562,MEDICAL,B,9858,10.85,0.05,Y,13,0
37,82439,MORTGAGE,10.593407825751772,VENTURE,B,10208,11.19,0.12,N,9,0
20,56254,MORTGAGE,1.731498058075212,MEDICAL,B,16942,10.57,0.3,N,2,0
35,32198,MORTGAGE,4.282768281242915,HOMEIMPROVEMENT,A,11784,6.78,0.37,N,12,0
24,89108,RENT,2.612491955802996,MEDICAL,A,6685,8.54,0.08,N,3,0
